2024-07-04 10:46:56 INFO::Writing function arguments to log file
2024-07-04 10:46:56 DEBUG::Function arguments
2024-07-04 10:46:56 DEBUG::Output folder: Maaslin2_lm_clr_log_out
2024-07-04 10:46:56 DEBUG::Min Abundance: 0.000000
2024-07-04 10:46:56 DEBUG::Min Prevalence: 0.001000
2024-07-04 10:46:56 DEBUG::Normalization: CLR
2024-07-04 10:46:56 DEBUG::Transform: LOG
2024-07-04 10:46:56 DEBUG::Analysis method: LM
2024-07-04 10:46:56 DEBUG::Max significance: 0.250000
2024-07-04 10:46:56 DEBUG::Random effects: studyID
2024-07-04 10:46:56 DEBUG::Fixed effects: heart_cond
2024-07-04 10:46:56 DEBUG::Correction method: BH
2024-07-04 10:46:56 DEBUG::Standardize: TRUE
2024-07-04 10:46:56 DEBUG::Cores: 1
2024-07-04 10:46:56 INFO::Verifying options selected are valid
2024-07-04 10:46:56 INFO::Determining format of input files
2024-07-04 10:46:56 INFO::Input format is data samples as rows and metadata samples as rows
2024-07-04 10:46:56 DEBUG::The following samples were found to have features but no metadata. They will be removed. 163,164,165,166,167,168,169,170,171,172,173,174,175
2024-07-04 10:46:56 DEBUG::A total of 162 samples were found in both the data and metadata
2024-07-04 10:46:56 DEBUG::Reordering data/metadata to use same sample ordering
2024-07-04 10:47:01 INFO::Fitting model to feature number 168, X4.hydroxy.benzoic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 168 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 169, X2.ketoisovaleric.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 169 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 170, X2..hydroxyacetophenone
2024-07-04 10:47:01 WARNING::Fitting problem for feature 170 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 171, X3.methyl.2.ketobutyric.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 171 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 172, Benzamide
2024-07-04 10:47:01 WARNING::Fitting problem for feature 172 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 173, Xylonic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 173 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 174, Cholesterone
2024-07-04 10:47:01 WARNING::Fitting problem for feature 174 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 175, Citrazinic
2024-07-04 10:47:01 WARNING::Fitting problem for feature 175 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 176, Beta.alanine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 176 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 177, Homovanillic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 177 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 178, Phenylethylamine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 178 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 179, X1.3.dihydroxypyridine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 179 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 180, Pyrazine..3.6.dihydro.3.6.dimethyl.2.5.dihydroxy.
2024-07-04 10:47:01 WARNING::Fitting problem for feature 180 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 181, Hydroxypropanedioic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 181 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 182, Diacetone.alcohol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 182 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 183, Cyano.l.alanine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 183 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 184, N.acetyl.d.tryptophan
2024-07-04 10:47:01 WARNING::Fitting problem for feature 184 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 185, X1.methyladenosine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 185 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 186, Salicylic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 186 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 187, X4.methyl.5.thiazoleethanol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 187 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 188, X2.methylglutaric.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 188 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 189, Gamma.tocopherol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 189 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 190, X3.hydroxypalmitic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 190 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 191, X1.deoxy.1.piperidino.alpha.d.fructose
2024-07-04 10:47:02 WARNING::Fitting problem for feature 191 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 192, Erythritol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 192 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 193, Amidosulfonic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 193 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 194, X2.hydroxycaproic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 194 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 195, Trimethoprim
2024-07-04 10:47:02 WARNING::Fitting problem for feature 195 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 196, Aconitic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 196 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 197, Kynurenic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 197 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 198, Leucinic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 198 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 199, Glycyl.tyrosine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 199 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 200, Linolenic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 200 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 201, N.methylalanine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 201 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 202, X1.monoolein
2024-07-04 10:47:02 WARNING::Fitting problem for feature 202 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 203, X6.5h..benzo.c.phenanthridinone..11.12.dihydro.
2024-07-04 10:47:02 WARNING::Fitting problem for feature 203 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 204, Uridine.5..monophosphate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 204 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 205, X3.4.dihydroxyphenylacetic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 205 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 206, O.acetylserine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 206 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 207, Butorphanol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 207 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 208, X3.5.5.trimethyl.3.phenyl.1.hydroxy.cyclohexene
2024-07-04 10:47:02 WARNING::Fitting problem for feature 208 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 209, X2.6.dimethylbenzenethiol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 209 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 210, Cis.4.hydroxy.cyclohexylcarboxylate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 210 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 211, Maleic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 211 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 212, Digitoxose
2024-07-04 10:47:02 WARNING::Fitting problem for feature 212 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 213, X3.4.dihydroxyhydrocinnamic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 213 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 214, X2.5.dihydroxy.mandelate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 214 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 215, Oxazepam
2024-07-04 10:47:02 WARNING::Fitting problem for feature 215 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 216, Indole.3.acetate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 216 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 217, X1.2.3.butanetriol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 217 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 218, Citramalic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 218 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 219, X4.hydroxy.3.methoxyphenylglycol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 219 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 220, Hydroquinone
2024-07-04 10:47:02 WARNING::Fitting problem for feature 220 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 221, X7.methylguanine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 221 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 222, X2.hydroxy.2.pentenoic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 222 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 223, Mandelonitrile
2024-07-04 10:47:02 WARNING::Fitting problem for feature 223 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 224, L.asparagine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 224 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 225, Urocanic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 225 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 226, X.s..3.4.dihydroxybutyric.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 226 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 227, X3.methylene.2.phenyl.1.hydroxy.cyclopentene
2024-07-04 10:47:02 WARNING::Fitting problem for feature 227 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 228, N.acetyl.d.isoleucine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 228 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 229, Dihydroxymalonic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 229 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 230, Alizarin
2024-07-04 10:47:02 WARNING::Fitting problem for feature 230 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 231, Cyclohexanecarboxylic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 231 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 232, Glutathione
2024-07-04 10:47:02 WARNING::Fitting problem for feature 232 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 233, Melamine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 233 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 234, Trehalose.6.phosphate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 234 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 235, Pyruvic.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 235 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 236, Alpha.tocopherol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 236 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 237, Sulfuric.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 237 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 238, X1.tetracosanol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 238 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 239, Catechollactate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 239 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 240, Epicatechin
2024-07-04 10:47:02 WARNING::Fitting problem for feature 240 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 241, X3.methyl.2.oxovaleric.acid
2024-07-04 10:47:02 WARNING::Fitting problem for feature 241 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 242, Resveratrol
2024-07-04 10:47:02 WARNING::Fitting problem for feature 242 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 243, X1.deoxy.1..4.morpholinyl..alpha.d.fructopyranose
2024-07-04 10:47:02 WARNING::Fitting problem for feature 243 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 244, X2..4.methyl.1.piperazinyl.ethanamine
2024-07-04 10:47:02 WARNING::Fitting problem for feature 244 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 245, Guanidinosuccinate
2024-07-04 10:47:02 WARNING::Fitting problem for feature 245 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 246, X4a.carbinolamine.tetrahydrobiopterin
2024-07-04 10:47:02 WARNING::Fitting problem for feature 246 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 247, Dihydroxyacetone
2024-07-04 10:47:02 WARNING::Fitting problem for feature 247 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 248, Dl.dopa
2024-07-04 10:47:02 WARNING::Fitting problem for feature 248 returning NA
2024-07-04 10:47:02 INFO::Fitting model to feature number 249, X3.4.dihydroxyphenylvaleric.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 249 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 250, X1.hexanol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 250 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 251, X2.isopropylmalic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 251 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 252, Benzocaine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 252 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 253, D.erythro.sphingosine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 253 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 254, Cyclohexylamine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 254 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 255, Ortho.hydroxyphenylacetic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 255 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 256, O.ethylhydroxylamine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 256 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 257, Vanillin
2024-07-04 10:47:03 WARNING::Fitting problem for feature 257 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 258, Beta.tocopherol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 258 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 259, Lithocholic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 259 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 260, Metharbital
2024-07-04 10:47:03 WARNING::Fitting problem for feature 260 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 261, Catechin
2024-07-04 10:47:03 WARNING::Fitting problem for feature 261 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 262, X3.5.dimethylphenol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 262 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 263, X5.methoxypsoralen
2024-07-04 10:47:03 WARNING::Fitting problem for feature 263 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 264, X2.methyl.2.p.methoxy.mandelate
2024-07-04 10:47:03 WARNING::Fitting problem for feature 264 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 265, Pentitol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 265 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 266, L.glutamine.dehydrated
2024-07-04 10:47:03 WARNING::Fitting problem for feature 266 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 267, X4.methylbenzenesulfonamide
2024-07-04 10:47:03 WARNING::Fitting problem for feature 267 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 268, N.carbamoylaspartate
2024-07-04 10:47:03 WARNING::Fitting problem for feature 268 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 269, Ergosterol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 269 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 270, X2.3.dihydro.8.methoxyfuro.2.3.b.quinoline
2024-07-04 10:47:03 WARNING::Fitting problem for feature 270 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 271, Epsilon.caprolactam
2024-07-04 10:47:03 WARNING::Fitting problem for feature 271 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 272, N.acetyl.2.amino.2..hydroxymethyl.propane.1.3.diol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 272 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 273, Ribonic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 273 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 274, Isohexonic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 274 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 275, Phosphenodiimidic.amide
2024-07-04 10:47:03 WARNING::Fitting problem for feature 275 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 276, Galactaric.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 276 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 277, Erucic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 277 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 278, Phthalic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 278 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 279, X2.4.dihydroxybenzaldehyde
2024-07-04 10:47:03 WARNING::Fitting problem for feature 279 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 280, Itaconic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 280 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 281, X3.indoleacetonitrile
2024-07-04 10:47:03 WARNING::Fitting problem for feature 281 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 282, X1.2.bis.aminothio.benzene
2024-07-04 10:47:03 WARNING::Fitting problem for feature 282 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 283, Methyl.beta.d.glucopyranoside
2024-07-04 10:47:03 WARNING::Fitting problem for feature 283 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 284, Glycerol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 284 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 285, X2.hydroxypentanoic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 285 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 286, Pseudo.uridine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 286 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 287, Myo.inositol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 287 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 288, Valeric.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 288 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 289, Gamma.aminobutyric.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 289 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 290, X3..3.hydroxyphenyl..3.hydroxypropionic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 290 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 291, X1.4.dihydroxy.2.6.dimethoxybenzene
2024-07-04 10:47:03 WARNING::Fitting problem for feature 291 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 292, X4.hydroxycinnamic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 292 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 293, Hexitol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 293 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 294, L.phenylalanine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 294 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 295, D.glucose
2024-07-04 10:47:03 WARNING::Fitting problem for feature 295 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 296, Oleic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 296 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 297, Sedoheptulose
2024-07-04 10:47:03 WARNING::Fitting problem for feature 297 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 298, X6.deoxyglucitol
2024-07-04 10:47:03 WARNING::Fitting problem for feature 298 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 299, Acetic.acid
2024-07-04 10:47:03 WARNING::Fitting problem for feature 299 returning NA
2024-07-04 10:47:03 INFO::Fitting model to feature number 300, L.lysine
2024-07-04 10:47:03 WARNING::Fitting problem for feature 300 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 301, X2.amino.7.10.dimethyldibenzo.b.f..1.4.oxazepin.11.10h..one
2024-07-04 10:47:04 WARNING::Fitting problem for feature 301 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 302, Ciliatine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 302 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 303, D.arabinose
2024-07-04 10:47:04 WARNING::Fitting problem for feature 303 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 304, D.tagatose
2024-07-04 10:47:04 WARNING::Fitting problem for feature 304 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 305, Ethylamine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 305 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 306, L.alanine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 306 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 307, Maltotriose
2024-07-04 10:47:04 WARNING::Fitting problem for feature 307 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 308, L.cystathionine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 308 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 309, Phosphonoacetate
2024-07-04 10:47:04 WARNING::Fitting problem for feature 309 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 310, Methanephosphonothioic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 310 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 311, Stearic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 311 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 312, L.valine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 312 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 313, Barbital
2024-07-04 10:47:04 WARNING::Fitting problem for feature 313 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 314, Palmitic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 314 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 315, Montanic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 315 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 316, D.fructose
2024-07-04 10:47:04 WARNING::Fitting problem for feature 316 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 317, L.glutamic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 317 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 318, Rhein
2024-07-04 10:47:04 WARNING::Fitting problem for feature 318 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 319, X2.deoxy.d.arabino.hexose.6.phosphate
2024-07-04 10:47:04 WARNING::Fitting problem for feature 319 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 320, X2.oxo.propanoic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 320 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 321, Dehydroascorbic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 321 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 322, Shikimic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 322 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 323, Caffeic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 323 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 324, Cytosin
2024-07-04 10:47:04 WARNING::Fitting problem for feature 324 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 325, Diclofenac
2024-07-04 10:47:04 WARNING::Fitting problem for feature 325 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 326, X2.amino.3.hydroxy.estra.1.3.5.10..trien.17.one
2024-07-04 10:47:04 WARNING::Fitting problem for feature 326 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 327, X2.ketoisocaproic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 327 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 328, X2.hydroxybutyric.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 328 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 329, X3.hydroxy.3..4..hydroxy.3..methoxyphenyl.propionic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 329 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 330, X2.deoxy.d.erythro.pentitol
2024-07-04 10:47:04 WARNING::Fitting problem for feature 330 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 331, X3.17.dihydro.estra.1.10..2.4.trien.4.amine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 331 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 332, X16.methyl.heptadecane.1.2.diol
2024-07-04 10:47:04 WARNING::Fitting problem for feature 332 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 333, Capric.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 333 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 334, N...pentafluorophenyl.methylene..alpha.4.dihydroxy.benzeneethanamine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 334 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 335, Tetracosane
2024-07-04 10:47:04 WARNING::Fitting problem for feature 335 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 336, X2.4.6.trihydroxybenzoic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 336 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 337, L.kynurenine
2024-07-04 10:47:04 WARNING::Fitting problem for feature 337 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 338, X5.hydroxy.hydantoin
2024-07-04 10:47:04 WARNING::Fitting problem for feature 338 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 339, X4.methylvaleric.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 339 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 340, X3.methyladipic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 340 returning NA
