database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC-1	QC-2	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	QC-11	QC-12	QC-13	NM-1	NM-2	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-20	NM-21	NM-22	NM-23	NM-24	PD-1	PD-2	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-20	PN-2	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-20	RD-1	RD-2	RD-4	RD-5	RD-6	RD-8	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RN-1	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21
CHEBI:143036	C16H18O9	O(C1CC(O)(CC(O)C1O)C(O)=O)C(=O)/C=C/C2=CC(O)=C(O)C=C2	"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+"	Isochlorogenic acid	307				16.447			HMDB0040690					79.8				3.49136E-05	4.3044E-05	4.11114E-05	1.7056E-05	3.48344E-05	2.79511E-05	3.37512E-05	2.60176E-05	0.000106525	4.31762E-05	6.01736E-05	4.62418E-05	3.88024E-05	0.000108351	0.000621888	4.26633E-05	7.85421E-05	0.000243707	4.86666E-05	3.8864E-05	0.000108575	8.27398E-05	5.47857E-05	4.24726E-05	3.93707E-05	0.000908242	0.000135833	0.000122579	9.03283E-06	0.000475418	0.000231754	0.000133003	0.000105836	0.000738766	0.000347381	2.18787E-05	3.21472E-05	0.000149671	2.65024E-05	5.72862E-05	5.99645E-05	2.98676E-05	8.58017E-05	4.51393E-05	2.47153E-05	0.00012109	0.000107621	4.61049E-05	8.436E-05	6.99313E-05	0.000106219	4.02503E-05	4.1423E-05	0.000556407	1.41436E-05	2.19809E-05	0.000143036	6.25914E-05	0.000623828	5.73098E-05	3.57415E-05	4.04045E-05	4.74227E-05	6.969E-05	8.93305E-05	0.000116081	0.00012558	2.76655E-05	5.40307E-05	6.29429E-05	8.72966E-05	7.10423E-05	1.90566E-05	3.5143E-05	4.98523E-05	5.05463E-05	0.000552508	8.9793E-05	3.61583E-05	0.000107787	0.000131372	0.00010189	5.38689E-05	1.87034E-05	5.94095E-05	7.14289E-05	5.80646E-05	5.25114E-05	6.35595E-05	6.70934E-05	0.000103358	4.08537E-05	8.85897E-05	5.07337E-05	0.000404098	2.42175E-05	0.000613626	3.22366E-05	0.000218677	3.00182E-05	4.25464E-05	3.61484E-05	3.98858E-05	5.61373E-05	5.01052E-05	5.07081E-05	0.000109579	6.24234E-05
CHEBI:17196	C4H8N2O3	N[C@@H](CC(N)=O)C(O)=O	"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1"	L-asparagine	231.1667				16.47			HMDB0000168					98.6				0.00325214	0.012899743	0.011788161	0.015426431	0.011018595	0.011267639	0.004713407	0.003420363	0.00313178	0.002936521	0.002748762	0.002804904	0.002866829	0.000556566	0.020843753	0.054127899	0.001094721	0.002854551	0.000855716	0.003587137	0.000407102	0.001817598	0.011761769	0.000500619	0.010902454	0.000475288	0.001036209	0.001588134	0.00099486	0.000678361	0.001328884	0.001266924	0.001689757	0.003724727	0.001273679	0.001514451	0.001553169	0.000591161	0.000406713	0.024660919	0.00465499	0.000575347	0.001487059	0.000930103	0.000776981	0.000366626	0.003295833	0.001382069	0.001111752	0.003036763	0.012168289	0.001788685	0.00209875	0.000673156	0.000612464	0.051372508	0.012851533	0.009449205	0.001726086	0.000813527	0.156179572	0.003619069	0.001799038	0.159896083	0.004822499	0.001850432	0.002061101	0.000842151	0.000407653	0.002714986	0.0002699	0.001142982	0.00044616	0.000364016	0.003857425	0.002999634	0.003301959	0.001513667	0.000447921	0.001182055	0.000420754	0.00010117	0.004719601	0.000859034	0.000774763	0.00071782	0.0059904	0.001270923	0.001955764	0.000623139	0.001062411	0.001002491	0.022710312	0.000227693	0.000713297	0.000242533	0.00430835	0.266782744	0.000560132	0.001402741	0.000498001	0.001752318	0.000655501	0.00098236	0.000945119	0.000862655	0.000302168	0.004406891
CHEBI:17140	C5H10O5	C(O)C(=O)[C@@H](O)[C@H](O)CO	"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h3,5-8,10H,1-2H2/t3-,5+/m1/s1"	D-xylulose	263.1833				16.518			HMDB0001644					87.2				0.048149452	0.053127959	0.049515231	0.056344097	0.057543367	0.05606108	0.045615003	0.040653066	0.039385623	0.047177541	0.043171825	0.04553016	0.044710293	0.068026828	0.060466389	0.069668947	0.041189801	0.07894142	0.064926333	0.082846038	0.174112534	0.02512651	0.051562606	0.063669496	0.067267718	0.065494758	0.070101823	0.077251755	0.018898338	0.06344031	0.028734286	0.046552819	0.026469302	0.089587235	0.031122618	0.052968725	0.031887512	0.027737902	0.053949385	0.040718162	0.033129844	0.04444496	0.054408676	0.098611623	0.030255521	0.055457062	0.057946207	0.070348464	0.054584467	0.056325662	0.015993628	0.056111007	0.057902451	0.04512333	0.077902853	0.018196319	0.06718846	0.041402542	0.066122906	0.050850162	0.074065794	0.04324211	0.02821962	0.042347746	0.060884046	0.036003359	0.035308686	0.032842539	0.024416551	0.034051305	0.025393739	0.019731122	0.03015322	0.044169072	0.051090046	0.020050221	0.062988395	0.033185915	0.064683377	0.020780012	0.071148226	0.072094182	0.032856154	0.035569051	0.005136267	0.040004476	0.060493647	0.071002244	0.063312526	0.044209122	0.063198616	0.02729366	0.05744614	0.033201465	0.108086791	0.034169196	0.013374244	0.00738363	0.048175214	0.044525944	0.044942379	0.048882907	0.052698307	0.049954417	0.047228681	0.0814486	0.098076313	0.101684798
CHEBI:15824	C6H12O6			D-fructose	103.1				16.527			HMDB0000660					90.9				2.614600789	2.489288985	2.586431809	2.562600269	2.547142243	2.497427093	2.252099426	2.272306864	2.250730766	2.29143528	2.195731802	2.26411369	2.256924845	3.376383992	2.708016443	1.936610569	2.151881111	3.447435443	2.950403241	3.133660709	0.961522511	0.994377774	1.183577943	3.261859305	1.157601355	1.25051823	2.55062663	3.381142813	0.954544672	0.976329695	2.624394122	1.771190977	1.65151202	2.075699029	2.456826805	1.692889663	1.635680485	2.166030159	2.272473487	3.264868461	2.579968804	1.41706118	3.088719457	3.754942565	2.332667109	2.296687261	3.471864313	2.177644185	3.430278908	1.606948753	1.261110138	2.703128514	2.672806429	2.247190063	2.27076287	1.650324655	3.394337297	2.149728501	3.514421348	2.247897636	3.906646756	2.774925517	1.690570307	3.012447296	4.486971784	2.443294911	2.449912958	2.245250392	1.062557086	2.775882037	1.082571247	1.538339713	1.93769564	2.000456786	3.055533718	1.378329878	1.92126916	1.947987977	3.49283545	1.699947699	0.830959331	0.866863667	2.880933161	2.136210833	0.281262213	2.209808474	2.189825876	1.256104264	2.147045762	1.082506429	2.221487013	1.634517532	3.136761758	1.087792097	2.753269375	1.104934991	0.635890923	0.086510925	1.464380425	2.788358763	2.768976622	2.758277948	2.82841525	2.459818239	2.352695154	2.791137122	2.278215849	3.373713999
CHEBI:166539	C4H4N2O5	OC1(NC(=O)NC1=O)C(O)=O	"InChI=1S/C4H4N2O5/c7-1-4(11,2(8)9)6-3(10)5-1/h11H,(H,8,9)(H2,5,6,7,10)"	Alloxanic acid	331.2				16.537								96.2				0.032028888	0.03502041	0.032791612	0.035974195	0.035295708	0.032580693	0.029633081	0.024740746	0.02654752	0.026352845	0.026630504	0.026230073	0.025739556	0.025666714	0.544047912	0.015915394	0.014416922	0.025302375	0.022045796	0.026021919	0.009379276	0.009200787	0.013328649	0.024093136	0.014478827	0.012501977	0.024851645	0.021613978	0.00820078	0.000267357	0.017175177	0.015395443	0.010121957	0.018091148	0.018684943	0.016608633	0.011393526	0.018665206	0.018785564	0.03839274	0.037627719	0.009107989	0.022048102	0.033903999	0.0220742	0.019608412	0.02346328	0.016694884	0.021575141	0.01501415	0.011165512	0.016559313	0.016932654	0.028392285	0.019141394	0.053139738	0.028399831	0.016126516	0.027363577	0.0145112	0.030981046	0.023591232	0.011858453	0.023472529	0.034320875	0.02017799	0.019173548	0.020710162	0.013323106	0.018919944	0.012266184	0.011045941	0.01215177	0.02015117	0.024951047	0.039009649	0.021449248	0.018599111	0.026352673	0.010568058	0.053428689	0.043337383	0.033021294	0.018656603	0.444103079	0.019909068	0.056386077	0.01176099	0.022819808	0.011862242	0.018284534	0.014902857	0.026982267	0.008679874	0.021427729	0.008370243	0.008678982	0.015493905	0.010554589	0.023439543	0.019910087	0.035764764	0.022038324	0.023249005	0.021426964	0.023767783	0.018024804	0.024171801
				"1,2-dihydroxy-cyclooctene"	286.2				16.585								77.4				0.041242654	0.048179914	0.042152505	0.052777206	0.052017566	0.051637661	0.050237326	0.040982177	0.04091547	0.051785587	0.047477781	0.049481962	0.050456944	0.001776276	0.070676094	0.001298915	0.003052881	0.006776962	0.001829504	0.007190934	0.077234769	0.011582789	0.008224597	0.001766025	0.011315257	0.011425253	0.028807129	0.007292928	0.009043013	0.026245063	0.011603022	0.015683898	0.011173196	0.006981546	0.013806381	0.018261951	0.014559434	0.025396149	0.005669848	0.016138706	0.002842572	0.102154365	0.010875782	0.004554816	0.028605227	0.005836307	0.002937144	0.00410015	0.002669303	0.003836635	0.055788759	0.0012739	0.001411574	0.002486489	0.002145958	0.00433008	0.001246022	0.000968592	0.002768342	0.002954544	0.001756036	0.004857527	0.00199962	0.003646164	0.003270158	0.003571604	0.003528871	0.004649963	0.0008686	0.003620188	0.000915323	0.015108206	0.001345928	0.002254411	0.003167626	0.002981333	0.000860412	0.017827478	0.003136793	0.001402488	0.052089151	0.052228329	0.005489593	0.002932996	0.074927634	0.004235716	0.009514084	0.01358753	0.003815105	0.003820889	0.004262969	0.003555422	0.006343561	0.002820812	0.003895521	0.00245598	0.005616297	0.012543599	0.001256034	0.001418053	0.00185758	0.002040851	0.002807236	0.015474629	0.010294913	0.006785763	0.00387799	0.001170692
CHEBI:187909	C12H11NO2	O1CCC2=C1N=C3C(=C2)C=CC=C3OC	"InChI=1S/C12H11NO2/c1-14-10-4-2-3-8-7-9-5-6-15-12(9)13-11(8)10/h2-4,7H,5-6H2,1H3"	"2,3-dihydro-8-methoxyfuro(2,3-b)quinoline"	200.15				16.613								87.1				0.032109661	0.026599521	0.016649333	0.017425903	0.017640902	0.014612195	0.013626547	0.012740917	0.012158686	0.014635399	0.012301729	0.014145231	0.015210356	0.001161639	0.054020461	0.0094889	0.002538282	0.005867583	0.001946477	0.005566158	0.019051452	0.005728045	0.023748872	0.001166468	0.024868763	0.009964834	0.021972185	0.005285321	0.00204624	0.006394763	0.009723448	0.012934223	0.01779787	0.022772214	0.011479051	0.013901621	0.017518497	0.005377197	0.006269945	0.013063514	0.069825201	0.008357691	0.020286879	0.44556596	0.035351006	0.019108909	0.012603617	0.016222334	0.004477086	0.00833777	0.006331808	0.000459688	0.000978906	0.002450969	0.010607124	0.002121391	0.00299345	0.002205716	0.004924057	0.002414075	0.005683296	0.128805843	0.004705502	0.0208691	0.000783587	0.006611911	0.00794255	0.018008998	0.003398541	0.000701103	0.002670723	0.002596998	0.000902839	0.003134233	0.006035474	0.002955364	0.010955868	0.015092873	0.002667266	0.001502032	0.008361812	0.007716179	0.005675699	0.024339745	0.010212761	0.024546655	0.019266619	0.040581271	0.007173065	0.011896676	0.006916505	0.004669573	0.006928645	0.002436131	0.006808794	0.0031699	0.022926755	0.010329662	0.008462338	0.010550331	0.000827186	0.010682005	0.001095285	0.010374826	0.008935294	0.007250699	0.004046616	0.01517065
CHEBI:17935	C8H16O	CCCCCCCC=O	"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3"	Octanal	307.2				16.634			HMDB0001140					85.6				0.001691021	0.001608587	0.001563253	0.001786368	0.001963439	0.001750162	0.001733674	0.001779472	0.001466629	0.002301083	0.002355189	0.002247338	0.002295561	0.001822573	0.003751185	0.001765042	0.002096899	0.001389514	0.001815738	0.001390291	0.005226271	0.0034995	0.00313664	0.001851299	0.003180459	0.004441489	0.001986537	0.001764847	0.0018307	0.004428473	0.000513438	0.002037004	0.001814137	0.001552582	0.000651101	0.002309947	0.001881954	0.001146553	0.000779196	0.001897112	0.003017246	0.004399396	0.002086286	0.000770339	0.001225342	0.000475176	2.09998E-05	0.00233094	0.001553131	0.000356224	0.000487375	0.000688083	0.001131833	0.001482826	0.001338733	0.000432273	0.002962962	0.001092628	0.001155787	0.001769928	0.000165386	0.00273305	0.001658627	0.000735395	0.001144439	0.001236687	0.001032608	0.001215206	0.000582419	0.001356809	0.000766143	0.001121313	0.002169663	0.001847274	0.001117476	0.000518318	0.00106141	0.001238618	0.000299328	0.002491826	0.004545519	0.004800599	0.000513328	0.000996426	0.002107832	0.001292672	0.001052995	0.007816585	0.000891772	0.001465468	0.000357827	0.000947568	0.001739873	0.001648114	0.0039757	0.001514039	0.002149279	0.002784417	0.001838	0.00115218	0.002150173	0.001223012	0.002148091	0.001453065	0.001629188	0.001479951	0.001829576	0.001461976
CHEBI:34435	C7H9NO2S	Cc1ccc(cc1)S(N)(=O)=O	"InChI=1S/C7H9NO2S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)"	4-methylbenzenesulfonamide	228.2				16.673								72.4				0.000934407	0.001442841	0.000965218	0.001155808	0.001177693	0.000988091	0.001251553	0.001026368	0.000867844	0.00087089	0.001726813	0.001011977	0.001133824	0.001128664	0.000118277	0.001793566	0.024127052	0.000884113	0.001253632	0.001199717	0.000689189	0.001394007	0.00043641	0.000771936	0.001139742	0.000111659	0.000778793	0.00095221	0.001086245	0.000287379	0.000508584	0.000119716	0.000366561	0.000480929	0.000649009	0.000440848	0.000242053	0.000579752	0.00099996	0.001318885	0.002399068	0.000255759	0.001876488	0.000332006	0.000481225	0.000979572	0.002900395	0.001995813	0.002184157	0.001107248	0.000713315	0.001127707	0.000956331	0.000845265	0.00029837	0.001503155	0.002364857	0.000308537	0.000534433	0.000411101	0.001969087	0.000936257	0.001807581	0.001204295	0.001682608	0.001602487	0.000750449	0.000347937	0.000435559	0.002046251	0.000682734	0.002158731	0.000616441	0.000458038	0.000325383	0.000908444	0.000961314	0.00019541	0.001142133	0.001172013	3.14675E-05	3.37213E-05	0.001973011	0.00058729	0.000214685	0.000559541	0.000387974	0.000260891	0.000727426	0.000157288	0.000864683	0.000236846	0.000915687	0.000388857	0.000461688	0.000165042	0.002386156	0.000257925	0.000245336	0.001254841	0.000518007	0.000966419	0.000615189	0.001382709	0.000984438	0.001071115	0.000406854	0.000652407
CHEBI:28635	C7H12O5	C(C(=O)O)C(C(=O)O)(O)C(C)C	"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)"	2-isopropylmalic acid	275.2				16.735			HMDB0000402					76.3				0.001357459	0.001901474	0.001719104	0.001894571	0.001878902	0.001992078	0.002047235	0.001544755	0.001540271	0.002186005	0.001801478	0.001847088	0.002067539	0.0008832	0.001498892	0.000757594	0.002099119	0.000307836	0.000821656	0.000489182	0.001344544	0.002536619	0.001483295	0.001053172	0.001855128	0.000736616	0.002894868	0.000354819	0.002026286	0.001590772	0.000469528	0.000540209	0.000861734	0.000515334	0.000100716	0.00069542	0.001109358	0.001326923	0.000793904	0.008540317	0.001875049	0.000843665	0.004477196	0.000436246	0.001470539	0.001003742	0.000652185	0.00055232	0.00059736	0.000139726	0.001096985	0.003097763	0.003373663	0.002210752	0.003141295	0.000654905	0.000882634	0.001179488	0.000761851	0.001087234	0.000856913	0.000459202	0.003727415	0.000359379	0.000913563	0.000688157	0.000748957	0.000452688	0.00049414	0.001481683	0.000498414	0.000103008	0.000454084	0.000501214	0.000755273	0.000514893	0.001220225	0.001208312	0.002209837	0.000716078	0.000650846	0.001463928	0.000341416	0.000901754	0.001981307	0.00123439	0.000932578	0.001663462	0.001011674	0.0002418	0.001418805	0.003474054	0.000308967	0.002917463	0.001539429	0.002919915	0.000484423	0.000557921	0.000230303	0.000220484	0.004814479	0.000211971	0.005906408	0.001360191	0.001403581	0.001107545	0.00046371	0.000514226
CHEBI:17072	C5H9N3O4	NC(=N)N[C@@H](CC(O)=O)C(O)=O	"InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/t2-/m0/s1"	Guanidinosuccinate	328.2				16.744			HMDB0003157					81.3				0.006069331	0.007687341	0.007304831	0.008759071	0.009140017	0.00841896	0.009230368	0.007853322	0.007380539	0.009050128	0.008256511	0.009601557	0.009187562	0.000776743	0.413281896	0.002664443	0.000868155	0.001659989	0.00090869	0.001728611	0.001253538	0.000871671	0.003302239	0.000862383	0.004485312	0.001544676	0.001403592	0.000428569	0.000768937	0.001301389	0.001533133	0.000172301	0.001064161	0.001366484	0.001062249	0.001028832	0.002396577	0.001429811	0.000185096	0.001644266	0.00098107	0.000883634	0.001268588	0.000654961	0.001064862	0.000495592	0.000783354	0.000691395	0.000751412	0.002633575	0.000878806	0.000708396	0.000710653	0.000967703	0.001306045	0.001907792	0.000738143	0.000677468	0.001637933	0.000641404	0.001315634	3.00474E-05	0.000876787	0.001117007	0.000688393	0.001986387	0.001794048	0.001125258	0.000956722	0.00229588	0.001066302	0.000189776	0.000514725	0.001270979	0.000964853	0.001413081	0.000789937	0.002029517	0.000204328	0.000833543	0.024390829	0.024604242	0.000966546	0.000625262	0.328928721	0.000449236	0.003067878	0.001270197	0.002183369	0.001454551	0.000918613	0.000771969	0.001201148	0.001073463	0.001566202	0.001098628	0.002785352	0.001965615	0.001294865	0.001828813	0.00060267	0.00184307	0.000726917	0.001155798	0.000900151	0.001259623	0.001277885	0.001399131
CHEBI:26546	C6H14O6			Rhamnose	204.1				16.749			HMDB0000849					99.6				0.005355028	0.007131093	0.006036274	0.007956516	0.007513576	0.007444338	0.00922404	0.00799582	0.008353132	0.009966816	0.008088589	0.009328879	0.009944473	0.001455737	0.014507179	0.007071646	0.003154258	0.003009633	0.002794323	0.003402942	0.019033275	0.006158487	0.024629338	0.001959863	0.030470631	0.026547697	0.006491906	0.003364843	0.004472078	0.006242381	0.002198047	0.004587445	0.005950784	0.004577597	0.004841988	0.006704955	0.009324077	0.011687653	0.00145202	0.004097818	0.002450966	0.159756974	0.00230289	0.001056384	0.011837166	0.001025127	0.001453231	0.001497804	0.002355641	0.001971298	0.000347024	0.003125716	0.003111535	0.004922521	0.004365862	0.00154616	0.004559177	0.0030183	0.003338425	0.004999457	0.003289531	0.003709926	0.003831975	0.001839858	0.003060074	0.002535859	0.001890149	0.003195496	0.002223702	0.00249248	0.002906443	0.003978022	0.003166463	0.012088168	0.004334213	0.003124067	0.002947549	0.003152372	0.001924486	0.003712171	0.021706075	0.023709793	0.002480203	0.006147896	0.012001747	0.008038329	0.002575891	0.058140336	0.004906394	0.004658731	0.001987798	0.00309231	0.003522951	0.021959857	0.015138874	0.022632903	0.005274111	0.008606901	0.015049808	0.003322163	0.010055342	0.003145034	0.012248385	0.005271009	0.005993162	0.00761171	0.016529427	0.006416113
CHEBI:68846	C10H18N2O5	CC(C)[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O	"InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1"	Glutamyl-valine	417.2769				16.76			HMDB0028832					73.5				0.000404691	0.000687549	0.000625416	0.000772392	0.000533711	0.000371984	0.000694773	0.000549902	0.000358334	0.000378837	0.000179232	0.00018599	0.00016166	4.91562E-08	8.0371E-05	9.03617E-05	2.93377E-05	0.001132473	4.91562E-08	0.001808452	0.007691901	4.91562E-08	4.91562E-08	4.91562E-08	4.91562E-08	0.007021155	4.91562E-08	0.001083091	4.91562E-08	0.003446725	9.87899E-05	0.000102369	4.91562E-08	1.22452E-05	0.000166725	0.000264057	1.38207E-05	4.91562E-08	4.91562E-08	0.000117523	4.91562E-08	0.000926675	4.91562E-08	4.91562E-08	4.91562E-08	4.91562E-08	4.91562E-08	1.1817E-05	4.91562E-08	4.91562E-08	5.58158E-05	0.000254964	0.000216695	0.00359419	0.000552771	0.001799488	8.03737E-05	4.91562E-08	4.91562E-08	4.91562E-08	5.68294E-05	1.51301E-05	4.91562E-08	0.000427415	4.91562E-08	4.91562E-08	4.91562E-08	4.91562E-08	9.04607E-05	1.20682E-05	4.30221E-05	4.91562E-08	9.11573E-06	4.91562E-08	0.014431794	4.91562E-08	0.001708915	4.91562E-08	4.91562E-08	4.91562E-08	0.000751059	0.000328115	0.000338691	4.91562E-08	0.000176479	4.91562E-08	0.004698906	0.004651862	4.91562E-08	4.91562E-08	1.48464E-05	4.91562E-08	8.46467E-05	0.000178808	4.91562E-08	0.000176115	0.000206785	0.014344552	4.91562E-08	2.1334E-05	4.91562E-08	3.50965E-05	4.91562E-08	4.91562E-08	4.91562E-08	1.28524E-05	4.91562E-08	0.007941192
CHEBI:34247	C15H24O	Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	"InChI=1S/C15H24O/c1-10-8-11(14(2,3)4)13(16)12(9-10)15(5,6)7/h8-9,16H,1-7H3"	"2,6-di-tert-butyl-4-methylphenol"	277.2				16.788			HMDB0033826					74.7				0.002330568	0.002602035	0.002475305	0.003264664	0.003136755	0.003232272	0.003872038	0.003303252	0.003299869	0.003898145	0.003765751	0.003967832	0.003981466	0.004396251	0.003550192	0.004876649	0.003274336	0.004253196	0.004468302	0.004664536	0.007567435	0.004361986	0.004320113	0.004515417	0.005612569	0.005303526	0.005279078	0.00470794	0.003638894	0.006552376	0.002683538	0.002471613	0.003899179	0.003633607	0.003472734	0.002809736	0.005312914	0.004024365	0.003174353	0.002944738	0.003114402	0.002996014	0.002910361	0.002675637	0.003261878	0.00257729	0.003178555	0.0029175	0.00291551	0.001662566	0.002624789	0.004630663	0.004340723	0.001919654	0.001860044	0.002157629	0.002732874	0.00292643	0.002651808	0.003635228	0.002212658	0.002449185	0.00357573	0.00150036	0.001821399	0.002415718	0.002542359	0.002653225	0.002184908	0.004644254	0.002189925	0.003518787	0.003176629	0.003520112	0.002708579	0.002762341	0.003270159	0.003224839	0.002735764	0.002261017	0.00998599	0.010094897	0.00329321	0.00257198	0.002719862	0.003127851	0.003633621	0.004138711	0.005208798	0.00415291	0.003241352	0.004591511	0.004511416	0.005674176	0.004711919	0.006235239	0.004257745	0.004376104	0.004156636	0.0031776	0.005742223	0.003708769	0.006718486	0.003454652	0.003309897	0.003976121	0.005122818	0.002857999
CHEBI:25899	C5H12O5			Pentitol	319.2				16.792			HMDB0000508					85.9				0.002855148	0.003743809	0.003069887	0.00376747	0.004011379	0.003825678	0.003697682	0.003139845	0.002933886	0.003816855	0.003298128	0.003473201	0.003800176	0.001108974	0.001317744	0.00039102	0.000623495	0.000945357	0.001032909	0.001042408	0.021560124	0.000650168	0.000699426	0.001169784	0.001448879	0.001787804	0.001103866	0.001250764	0.0007696	0.002168507	0.000576604	0.000546192	0.000476524	0.002406595	0.000483944	0.000482822	0.000626155	0.000768366	0.000446155	0.000533083	0.00092298	0.003888192	0.001626482	0.001082788	0.001086035	0.000684794	0.000644808	0.001198998	0.000666433	0.000994811	0.000446728	0.005578516	0.005700742	0.000512637	0.000947276	0.000756803	0.00106843	0.000479464	0.000860677	0.000755221	0.001019734	0.000435293	0.00066559	0.000882253	0.000504773	0.000444316	0.000394697	0.000244686	0.000644831	0.000494959	0.000536928	0.000540794	0.000466988	0.000778841	0.00078333	0.000283972	0.00038914	0.000422004	0.000518747	0.000477907	0.057057467	0.05733679	0.00070633	0.001091293	0.000762379	0.001357226	0.000937842	0.005273539	0.001850389	0.00084118	0.000467718	0.000686213	0.002741648	0.000180166	0.001097747	0.000366167	0.000967341	0.009555588	0.000734004	0.000558024	0.000807666	0.000748294	0.000987164	0.000672881	0.000448447	0.000601009	0.000637313	0.000948404
CHEBI:29069	C8H6O4	OC(=O)c1ccccc1C(O)=O	"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)"	Phthalic acid	147.1				16.792			HMDB0002107					91.9				0.009791191	0.011381013	0.010584452	0.009757326	0.009472902	0.010027379	0.007779739	0.007001351	0.007174658	0.006850381	0.006607169	0.005930708	0.006306698	0.001308834	0.005954529	0.003608097	0.005469414	0.005435523	0.003244713	0.005434251	0.019589281	0.009934785	0.003107618	0.001212663	0.002366484	0.004913085	0.011675355	0.004238304	0.009830791	0.006645342	0.00304227	0.005848404	0.004372227	0.004294304	0.003767694	0.006052622	0.004093096	0.007099197	0.00574249	0.00575121	0.033421616	0.050141251	0.07668505	0.043423045	0.011011697	0.010064894	0.010049319	0.015457887	0.007161235	0.005573005	0.002775506	0.006700143	0.005975493	0.007418056	0.007374436	0.005658688	0.007326103	0.00225207	0.003257669	0.007578188	0.009656192	0.007706864	0.012862525	0.02027921	0.008598007	0.005535869	0.007783917	0.01305097	0.002842163	0.004234126	0.002152265	0.007788616	0.009575395	0.001945821	0.00521037	0.008475724	0.003935722	0.004656434	0.007106395	0.009371382	0.050835679	0.049720994	0.003279007	0.008007575	0.025522969	0.00664633	0.0081827	0.005844938	0.007338706	0.004355614	0.006152674	0.003603019	0.007509626	0.001822143	0.002198499	0.002685235	0.004533094	0.016820083	0.006232239	0.00617607	0.001901415	0.005963788	0.002735976	0.006333373	0.005722808	0.005008541	0.009730592	0.004530766
