PubMed Search: https://pubmed.ncbi.nlm.nih.gov/?term=%28%28metabolomics%29+OR+%28metabolite%29+OR+%28metabolic+%29+OR+%28LCMS%29+or+%28LC-MS%29+OR+%28liquid+chromatography+mass+spectrometry%29+OR+%28GC-MS%29+OR+%28GCMS%29+OR+%28gas+chromatography+mass+spectrometry%29+OR+%28NMR%29+OR+%28Nuclear+magnetic+resonance+spectroscopy%29+%29+AND+%28%28Heart+failure+with+preserved+ejection+fraction%29+OR+%28heart+failure%29+OR+%28cardiac+infarction%29+OR+%28heart+arrest%29+OR+%28heart+attack%29%29+AND+%28%28human%29+OR+%28person%29+OR+%28patient%29+OR+%28patients%29+OR+%28Homo+sapiens%29%29+AND+%28%28microbe%29+OR+%28microbiome%29+OR+%28microbial%29+OR+%28microbially%29+OR+%28microbiota%29+OR+%28gut+dysbiosis%29+OR+%28microbes%29+OR+%28holobiont%29%29&sort=pubdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID,Title,Authors,Citation,First Author,Journal/Book,"Pub
Year",Create Date,PMCID,NIHMS ID,DOI,"Reviewer 
1",Assigned?,Completed?,"Reviewer
2",Assigned?,Completed?,Consensus?,,,,,,,,,,,,"Newcastle-Ottowa Score
https://www.ohri.ca/programs/clinical_epidemiology/nosgen.pdf"
35694288,Comparison of Microbial Populations in the Blood of Patients With Myocardial Infarction and Healthy Individuals,"Khan I, Khan I, Kakakhel MA, Xiaowei Z, Ting M, Ali I, Fei Y, Jianye Z, Zhiqiang L, Lizhe A.",Front Microbiol. 2022 May 25;13:845038. doi: 10.3389/fmicb.2022.845038. eCollection 2022.,Khan I,Front Microbiol,2022,2022/06/13,PMC9176212,,10.3389/fmicb.2022.845038,,,,,,,,,,,,,,,,,,,
35642214,Microglia-Mediated Neuroinflammation: A Potential Target for the Treatment of Cardiovascular Diseases,"Wang M, Pan W, Xu Y, Zhang J, Wan J, Jiang H.",J Inflamm Res. 2022 May 25;15:3083-3094. doi: 10.2147/JIR.S350109. eCollection 2022.,Wang M,J Inflamm Res,2022,2022/06/01,PMC9148574,,10.2147/JIR.S350109,,,,,,,,,,,,,,,,,,,
34611047,Trimethylamine oxide: a potential target for heart failure therapy,"Lv S, Wang Y, Zhang W, Shang H.",Heart. 2022 May 25;108(12):917-922. doi: 10.1136/heartjnl-2021-320054.,Lv S,Heart,2022,2021/10/06,,,10.1136/heartjnl-2021-320054,,,,,,,,,,,,,,,,,,,
35465890,The Gut Axis Involvement in Heart Failure: Focus on Trimethylamine N-oxide,"Salzano A, Cassambai S, Yazaki Y, Israr MZ, Bernieh D, Wong M, Suzuki T.",Cardiol Clin. 2022 May;40(2):161-169. doi: 10.1016/j.ccl.2021.12.004.,Salzano A,Cardiol Clin,2022,2022/04/25,,,10.1016/j.ccl.2021.12.004,,,,,,,,,,,,,,,,,,,
35436628,The critical role of short-chain fatty acids in health and disease: A subtle focus on cardiovascular disease-NLRP3 inflammasome-angiogenesis axis,"Yao J, Chen Y, Xu M.",Clin Immunol. 2022 May;238:109013. doi: 10.1016/j.clim.2022.109013. Epub 2022 Apr 15.,Yao J,Clin Immunol,2022,2022/04/18,,,10.1016/j.clim.2022.109013,,,,,,,,,,,,,,,,,,,
35135325,Gut Microbiota and Their Metabolites in Stroke: A Double-Edged Sword,"Peh A, O'Donnell JA, Broughton BRS, Marques FZ.",Stroke. 2022 May;53(5):1788-1801. doi: 10.1161/STROKEAHA.121.036800. Epub 2022 Feb 9.,Peh A,Stroke,2022,2022/02/09,,,10.1161/STROKEAHA.121.036800,,,,,,,,,,,,,,,,,,,
35081368,The nuclear receptor co-repressor 1 is a novel cardioprotective factor against acute myocardial ischemia-reperfusion injury,"Qin Z, Gao L, Lin G, Zhu H, Chen Y, Zhong F, Zhou H, Duan S, Pu J.",J Mol Cell Cardiol. 2022 May;166:50-62. doi: 10.1016/j.yjmcc.2022.01.006. Epub 2022 Jan 23.,Qin Z,J Mol Cell Cardiol,2022,2022/01/26,,,10.1016/j.yjmcc.2022.01.006,,,,,,,,,,,,,,,,,,,
35365608,Gut microbiota production of trimethyl-5-aminovaleric acid reduces fatty acid oxidation and accelerates cardiac hypertrophy,"Zhao M, Wei H, Li C, Zhan R, Liu C, Gao J, Yi Y, Cui X, Shan W, Ji L, Pan B, Cheng S, Song M, Sun H, Jiang H, Cai J, Garcia-Barrio MT, Chen YE, Meng X, Dong E, Wang DW, Zheng L.",Nat Commun. 2022 Apr 1;13(1):1757. doi: 10.1038/s41467-022-29060-7.,Zhao M,Nat Commun,2022,2022/04/02,PMC8976029,,10.1038/s41467-022-29060-7,,,,,,,,,,,,,,,,,,,
35296425,Cross-comparative metabolomics reveal sex-age specific metabolic fingerprints and metabolic interactions in acute myocardial infarction,"Liu W, Zhang L, Shi X, Shen G, Feng J.",Free Radic Biol Med. 2022 Apr;183:25-34. doi: 10.1016/j.freeradbiomed.2022.03.008. Epub 2022 Mar 13.,Liu W,Free Radic Biol Med,2022,2022/03/17,,,10.1016/j.freeradbiomed.2022.03.008,,,,,,,,,,,,,,,,,,,
35264784,Author Correction: Before the heart attack,"Blaak EE, de Vos WM.",Nat Med. 2022 Apr;28(4):871. doi: 10.1038/s41591-022-01764-9.,Blaak EE,Nat Med,2022,2022/03/10,,,10.1038/s41591-022-01764-9,,,,,,,,,,,,,,,,,,,
35081663,Microbiomes in physiology: insights into 21st-century global medical challenges,"Shehata E, Parker A, Suzuki T, Swann JR, Suez J, Kroon PA, Day-Walsh P.",Exp Physiol. 2022 Apr;107(4):257-264. doi: 10.1113/EP090226. Epub 2022 Feb 14.,Shehata E,Exp Physiol,2022,2022/01/26,PMC9304168,,10.1113/EP090226,,,,,,,,,,,,,,,,,,,
34159537,FMO3-TMAO axis modulates the clinical outcome in chronic heart-failure patients with reduced ejection fraction: evidence from an Asian population,"Wei H, Zhao M, Huang M, Li C, Gao J, Yu T, Zhang Q, Shen X, Ji L, Ni L, Zhao C, Wang Z, Dong E, Zheng L, Wang DW.",Front Med. 2022 Apr;16(2):295-305. doi: 10.1007/s11684-021-0857-2. Epub 2021 Jun 22.,Wei H,Front Med,2022,2021/06/23,,,10.1007/s11684-021-0857-2,,,,,,,,,,,,,,,,,,,
35453559,Heart Failure Severity Closely Correlates with Intestinal Dysbiosis and Subsequent Metabolomic Alterations,"Spehlmann ME, Rangrez AY, Dhotre DP, Schmiedel N, Chavan N, Bang C, Müller OJ, Shouche YS, Franke A, Frank D, Frey N.",Biomedicines. 2022 Mar 30;10(4):809. doi: 10.3390/biomedicines10040809.,Spehlmann ME,Biomedicines,2022,2022/04/23,PMC9033061,,10.3390/biomedicines10040809,,,,,,,,,,,,,,,,,,,
35409057,The Contribution of Gut Microbiota and Endothelial Dysfunction in the Development of Arterial Hypertension in Animal Models and in Humans,"Maiuolo J, Carresi C, Gliozzi M, Mollace R, Scarano F, Scicchitano M, Macrì R, Nucera S, Bosco F, Oppedisano F, Ruga S, Coppoletta AR, Guarnieri L, Cardamone A, Bava I, Musolino V, Paone S, Palma E, Mollace V.",Int J Mol Sci. 2022 Mar 28;23(7):3698. doi: 10.3390/ijms23073698.,Maiuolo J,Int J Mol Sci,2022,2022/04/12,PMC8999124,,10.3390/ijms23073698,,,,,,,,,,,,,,,,,,,
35454085,"MicroRNAs in Pulmonary Hypertension, from Pathogenesis to Diagnosis and Treatment","Xu J, Linneman J, Zhong Y, Yin H, Xia Q, Kang K, Gou D.",Biomolecules. 2022 Mar 24;12(4):496. doi: 10.3390/biom12040496.,Xu J,Biomolecules,2022,2022/04/23,PMC9031307,,10.3390/biom12040496,,,,,,,,,,,,,,,,,,,
35399679,"Reduced Growth, Altered Gut Microbiome and Metabolite Profile, and Increased Chronic Kidney Disease Risk in Young Pigs Consuming a Diet Containing Highly Resistant Protein","Murray M, Coughlan MT, Gibbon A, Kumar V, Marques FZ, Selby-Pham S, Snelson M, Tsyganov K, Williamson G, Woodruff TM, Wu T, Bennett LE.",Front Nutr. 2022 Mar 24;9:816749. doi: 10.3389/fnut.2022.816749. eCollection 2022.,Murray M,Front Nutr,2022,2022/04/11,PMC8988180,,10.3389/fnut.2022.816749,,,,,,,,,,,,,,,,,,,
35334879,Bifidobacterium breve and Bifidobacterium longum Attenuate Choline-Induced Plasma Trimethylamine N-Oxide Production by Modulating Gut Microbiota in Mice,"Wang Q, Guo M, Liu Y, Xu M, Shi L, Li X, Zhao J, Zhang H, Wang G, Chen W.",Nutrients. 2022 Mar 14;14(6):1222. doi: 10.3390/nu14061222.,Wang Q,Nutrients,2022,2022/03/26,PMC8950610,,10.3390/nu14061222,,,,,,,,,,,,,,,,,,,
35258452,Gut microbiota induces high platelet response in patients with ST segment elevation myocardial infarction after ticagrelor treatment,"Zhang X, Zhang X, Tong F, Cai Y, Zhang Y, Song H, Tian X, Yan C, Han Y.",Elife. 2022 Mar 8;11:e70240. doi: 10.7554/eLife.70240.,Zhang X,Elife,2022,2022/03/08,PMC8903831,,10.7554/eLife.70240,,,,,,,,,,,,,,,,,,,
34929195,Intestinal barrier dysfunction is associated with elevated right atrial pressure in patients with advanced decompensated heart failure,"Kitai T, Nemet I, Engelman T, Morales R, Chaikijurajai T, Morales K, Hazen SL, Tang WHW.",Am Heart J. 2022 Mar;245:78-80. doi: 10.1016/j.ahj.2021.11.014. Epub 2021 Dec 18.,Kitai T,Am Heart J,2022,2021/12/20,,,10.1016/j.ahj.2021.11.014,,,,,,,,,,,,,,,,,,,
34021600,Impaired intestinal function is associated with lower muscle and cognitive health and well-being in patients with congestive heart failure,"Kirschner SK, Deutz NEP, Rijnaarts I, Smit TJ, Larsen DJ, Engelen MPKJ.",JPEN J Parenter Enteral Nutr. 2022 Mar;46(3):660-670. doi: 10.1002/jpen.2193. Epub 2021 Jun 22.,Kirschner SK,JPEN J Parenter Enteral Nutr,2022,2021/05/22,,,10.1002/jpen.2193,,,,,,,,,,,,,,,,,,,
33757127,Gut microbiota dysbiosis promotes age-related atrial fibrillation by lipopolysaccharide and glucose-induced activation of NLRP3-inflammasome,"Zhang Y, Zhang S, Li B, Luo Y, Gong Y, Jin X, Zhang J, Zhou Y, Zhuo X, Wang Z, Zhao X, Han X, Gao Y, Yu H, Liang D, Zhao S, Sun D, Wang D, Xu W, Qu G, Bo W, Li D, Wu Y, Li Y.",Cardiovasc Res. 2022 Feb 21;118(3):785-797. doi: 10.1093/cvr/cvab114.,Zhang Y,Cardiovasc Res,2022,2021/03/23,,,10.1093/cvr/cvab114,,,,,,,,,,,,,,,,,,,
35209140,"Berberine, a Herbal Metabolite in the Metabolic Syndrome: The Risk Factors, Course, and Consequences of the Disease","Och A, Och M, Nowak R, Podgórska D, Podgórski R.",Molecules. 2022 Feb 17;27(4):1351. doi: 10.3390/molecules27041351.,Och A,Molecules,2022,2022/02/25,PMC8874997,,10.3390/molecules27041351,,,,,,,,,,,,,,,,,,,
35172728,Exosomes derived from human placental mesenchymal stem cells ameliorate myocardial infarction via anti-inflammation and restoring gut dysbiosis,"Yang L, Wang T, Zhang X, Zhang H, Yan N, Zhang G, Yan R, Li Y, Yu J, He J, Jia S, Wang H.",BMC Cardiovasc Disord. 2022 Feb 17;22(1):61. doi: 10.1186/s12872-022-02508-w.,Yang L,BMC Cardiovasc Disord,2022,2022/02/17,PMC8851843,,10.1186/s12872-022-02508-w,,,,,,,,,,,,,,,,,,,
35242837,"Metabolic Reprogramming, Gut Dysbiosis, and Nutrition Intervention in Canine Heart Disease",Li Q.,Front Vet Sci. 2022 Feb 15;9:791754. doi: 10.3389/fvets.2022.791754. eCollection 2022.,Li Q,Front Vet Sci,2022,2022/03/04,PMC8886228,,10.3389/fvets.2022.791754,,,,,,,,,,,,,,,,,,,
35177861,Before the heart attack,"Blaak EE, de Vos WM.",Nat Med. 2022 Feb;28(2):237-238. doi: 10.1038/s41591-022-01685-7.,Blaak EE,Nat Med,2022,2022/02/18,,,10.1038/s41591-022-01685-7,,,,,,,,,,,,,,,,,,,
35177860,Microbiome and metabolome features of the cardiometabolic disease spectrum,"Fromentin S, Forslund SK, Chechi K, Aron-Wisnewsky J, Chakaroun R, Nielsen T, Tremaroli V, Ji B, Prifti E, Myridakis A, Chilloux J, Andrikopoulos P, Fan Y, Olanipekun MT, Alves R, Adiouch S, Bar N, Talmor-Barkan Y, Belda E, Caesar R, Coelho LP, Falony G, Fellahi S, Galan P, Galleron N, Helft G, Hoyles L, Isnard R, Le Chatelier E, Julienne H, Olsson L, Pedersen HK, Pons N, Quinquis B, Rouault C, Roume H, Salem JE, Schmidt TSB, Vieira-Silva S, Li P, Zimmermann-Kogadeeva M, Lewinter C, Søndertoft NB, Hansen TH, Gauguier D, Gøtze JP, Køber L, Kornowski R, Vestergaard H, Hansen T, Zucker JD, Hercberg S, Letunic I, Bäckhed F, Oppert JM, Nielsen J, Raes J, Bork P, Stumvoll M, Segal E, Clément K, Dumas ME, Ehrlich SD, Pedersen O.",Nat Med. 2022 Feb;28(2):303-314. doi: 10.1038/s41591-022-01688-4. Epub 2022 Feb 17.,Fromentin S,Nat Med,2022,2022/02/18,PMC8863577,,10.1038/s41591-022-01688-4,,,,,,,,,,,,,,,,,,,
33969961,Gut microbiota and cardiovascular diseases axis,"Moldovan DC, Ismaiel A, Fagoonee S, Pellicano R, Abenavoli L, Dumitrascu DL.",Minerva Med. 2022 Feb;113(1):189-199. doi: 10.23736/S0026-4806.21.07527-3. Epub 2021 May 10.,Moldovan DC,Minerva Med,2022,2021/05/10,,,10.23736/S0026-4806.21.07527-3,,,,,,,,,,,,,,,,,,,
35173696,Alterations of the Gut Microbiota in Patients With Severe Chronic Heart Failure,"Sun W, Du D, Fu T, Han Y, Li P, Ju H.",Front Microbiol. 2022 Jan 31;12:813289. doi: 10.3389/fmicb.2021.813289. eCollection 2021.,Sun W,Front Microbiol,2022,2022/02/17,PMC8843083,,10.3389/fmicb.2021.813289,,,,,,,,,,,,,,,,,,,
34757848,A Structurally Conserved RNA Element within SARS-CoV-2 ORF1a RNA and S mRNA Regulates Translation in Response to Viral S Protein-Induced Signaling in Human Lung Cells,"Basu A, Penumutchu S, Nguyen K, Mbonye U, Tolbert BS, Karn J, Komar AA, Mazumder B.",J Virol. 2022 Jan 26;96(2):e0167821. doi: 10.1128/JVI.01678-21. Epub 2021 Nov 10.,Basu A,J Virol,2022,2021/11/10,PMC8791291,,10.1128/JVI.01678-21,,,,,,,,,,,,,,,,,,,
35054989,Inflammatory Burden and Immunomodulative Therapeutics of Cardiovascular Diseases,"Kao TW, Huang CC.",Int J Mol Sci. 2022 Jan 12;23(2):804. doi: 10.3390/ijms23020804.,Kao TW,Int J Mol Sci,2022,2022/01/21,PMC8775955,,10.3390/ijms23020804,,,,,,,,,,,,,,,,,,,
36090199,Effect of cofactors on NAFLD/NASH and MAFLD. A paradigm illustrating the pathomechanics of organ dysfunction,"Lonardo A, Singal AK, Osna N, Kharbanda KK.",Metab Target Organ Damage. 2022;2(3):12. doi: 10.20517/mtod.2022.14. Epub 2022 Aug 22.,Lonardo A,Metab Target Organ Damage,2022,2022/09/12,PMC9453927,NIHMS1832007,10.20517/mtod.2022.14,,,,,,,,,,,,,,,,,,,
35854693,The beneficial effects of exercise on glucose and lipid metabolism during statin therapy is partially mediated by changes of the intestinal flora,"Wang L, Zhou B, Li X, Wang Y, Yang XM, Wang H, Yan J, Dong J.",Biosci Microbiota Food Health. 2022;41(3):112-120. doi: 10.12938/bmfh.2021-024. Epub 2022 Feb 21.,Wang L,Biosci Microbiota Food Health,2022,2022/07/20,PMC9246419,,10.12938/bmfh.2021-024,,,,,,,,,,,,,,,,,,,
35761484,Microbiome Medicine: Microbiota in Development and Management of Cardiovascular Diseases,"Garg Y, Kanwar N, Chopra S, Tambuwala MM, Dodiya H, Bhatia A, Kanwal A.",Endocr Metab Immune Disord Drug Targets. 2022;22(14):1344-1356. doi: 10.2174/1871530322666220624161712.,Garg Y,Endocr Metab Immune Disord Drug Targets,2022,2022/06/28,,,10.2174/1871530322666220624161712,,,,,,,,,,,,,,,,,,,
35522107,[Pathogenetic and chemical-laboratory aspects of age-associated vascular diseases of older and senile persons (review).],Saginbaev UR.,Adv Gerontol. 2022;35(1):34-43.,Saginbaev UR,Adv Gerontol,2022,2022/05/06,,,,,,,,,,,,,,,,,,,,,,
35127372,The cGAS-STING signaling in cardiovascular and metabolic diseases: Future novel target option for pharmacotherapy,"Oduro PK, Zheng X, Wei J, Yang Y, Wang Y, Zhang H, Liu E, Gao X, Du M, Wang Q.",Acta Pharm Sin B. 2022 Jan;12(1):50-75. doi: 10.1016/j.apsb.2021.05.011. Epub 2021 May 20.,Oduro PK,Acta Pharm Sin B,2022,2022/02/07,PMC8799861,,10.1016/j.apsb.2021.05.011,,,,,,,,,,,,,,,,,,,
35093952,The Gut in Heart Failure: Current Knowledge and Novel Frontiers,"Gallo A, Macerola N, Favuzzi AM, Nicolazzi MA, Gasbarrini A, Montalto M.",Med Princ Pract. 2022;31(3):203-214. doi: 10.1159/000522284. Epub 2022 Jan 28.,Gallo A,Med Princ Pract,2022,2022/01/30,PMC9275003,,10.1159/000522284,,,,,,,,,,,,,,,,,,,
34961453,Gut Microbiota and Cardiovascular Disease: Symbiosis Versus Dysbiosis,"Manolis AA, Manolis TA, Melita H, Manolis AS.",Curr Med Chem. 2022;29(23):4050-4077. doi: 10.2174/0929867328666211213112949.,Manolis AA,Curr Med Chem,2022,2021/12/28,,,10.2174/0929867328666211213112949,,,,,,,,,,,,,,,,,,,
34915483,Association of Trimethylamine-N-Oxide Levels with Risk of Cardiovascular Disease and Mortality among Elderly Subjects: A Systematic Review and Meta-Analysis,"Chen G, He L, Dou X, Liu T.",Cardiorenal Med. 2022;12(2):39-54. doi: 10.1159/000520910. Epub 2021 Dec 16.,Chen G,Cardiorenal Med,2022,2021/12/16,,,10.1159/000520910,,,,,,,,,,,,,,,,,,,
34459512,Trimethylamine N-oxide exacerbates acetaminophen-induced liver injury by interfering with macrophage-mediated liver regeneration,"Yan M, Zhao C, Lu S, Cui J, Sun Z, Liu X, Liu S, Huo Y, Yin S, Hu H.",J Cell Physiol. 2022 Jan;237(1):897-910. doi: 10.1002/jcp.30568. Epub 2021 Aug 29.,Yan M,J Cell Physiol,2022,2021/08/30,,,10.1002/jcp.30568,,,,,,,,,,,,,,,,,,,
35011044,Gut Microbiota and Complications of Type-2 Diabetes,"Iatcu CO, Steen A, Covasa M.",Nutrients. 2021 Dec 30;14(1):166. doi: 10.3390/nu14010166.,Iatcu CO,Nutrients,2021,2022/01/11,PMC8747253,,10.3390/nu14010166,,,,,,,,,,,,,,,,,,,
34756930,Catecholamine-induced cardiotoxicity: A critical element in the pathophysiology of stroke-induced heart injury,"Du Y, Demillard LJ, Ren J.",Life Sci. 2021 Dec 15;287:120106. doi: 10.1016/j.lfs.2021.120106. Epub 2021 Oct 28.,Du Y,Life Sci,2021,2021/11/10,,,10.1016/j.lfs.2021.120106,,,,,,,,,,,,,,,,,,,
34816729,Association Between Plasma Trimethyllysine and Prognosis of Patients With Ischemic Stroke,"Xu J, Zhao M, Wang A, Xue J, Cheng S, Cheng A, Gao J, Zhang Q, Zhan R, Meng X, Xu M, Li H, Zheng L, Wang Y.",J Am Heart Assoc. 2021 Dec 7;10(23):e020979. doi: 10.1161/JAHA.121.020979. Epub 2021 Nov 24.,Xu J,J Am Heart Assoc,2021,2021/11/24,PMC9075360,,10.1161/JAHA.121.020979,,,,,,,,,,,,,,,,,,,
34561360,Microbiota in heart and lung transplantation: implications for innate-adaptive immune interface,"Bai YZ, Roberts SH, Kreisel D, Nava RG.",Curr Opin Organ Transplant. 2021 Dec 1;26(6):609-614. doi: 10.1097/MOT.0000000000000923.,Bai YZ,Curr Opin Organ Transplant,2021,2021/09/25,,,10.1097/MOT.0000000000000923,,,,,,,,,,,,,,,,,,,
33691598,"Long-term neurodevelopment outcomes of hand, foot and mouth disease inpatients infected with EV-A71 or CV-A16, a retrospective cohort study","Liang L, Cheng Y, Li Y, Shang Q, Huang J, Ma C, Fang S, Long L, Zhou C, Chen Z, Cui P, Lv N, Lou P, Cui Y, Sabanathan S, van Doorn HR, Luan R, Turtle L, Yu H.",Emerg Microbes Infect. 2021 Dec;10(1):545-554. doi: 10.1080/22221751.2021.1901612.,Liang L,Emerg Microbes Infect,2021,2021/03/11,PMC8009121,,10.1080/22221751.2021.1901612,,,,,,,,,,,,,,,,,,,
34912870,Uncovering the Role of Gut Microbiota in Amino Acid Metabolic Disturbances in Heart Failure Through Metagenomic Analysis,"Hayashi T, Yamashita T, Takahashi T, Tabata T, Watanabe H, Gotoh Y, Shinohara M, Kami K, Tanaka H, Matsumoto K, Hayashi T, Yamada T, Hirata KI.",Front Cardiovasc Med. 2021 Nov 29;8:789325. doi: 10.3389/fcvm.2021.789325. eCollection 2021.,Hayashi T,Front Cardiovasc Med,2021,2021/12/16,PMC8667331,,10.3389/fcvm.2021.789325,,,,,,,,,,,,,,,,,,,
34802445,The CKD bowel health study: understanding the bowel health and gastrointestinal symptom management in patients with chronic kidney disease: a mixed-methods observational longitudinal study (protocol),"Cooper TE, Dalton A, Kieu A, Howell M, Jayanti S, Khalid R, Lim WH, Scholes-Robertson N, Craig JC, Teixeira-Pinto A, Bourke MJ, Tong A, Wong G.",BMC Nephrol. 2021 Nov 21;22(1):388. doi: 10.1186/s12882-021-02600-x.,Cooper TE,BMC Nephrol,2021,2021/11/22,PMC8606224,,10.1186/s12882-021-02600-x,,,,,,,,,,,,,,,,,,,
34297830,Glucosylceramide synthase deficiency in the heart compromises β1-adrenergic receptor trafficking,"Andersson L, Cinato M, Mardani I, Miljanovic A, Arif M, Koh A, Lindbom M, Laudette M, Bollano E, Omerovic E, Klevstig M, Henricsson M, Fogelstrand P, Swärd K, Ekstrand M, Levin M, Wikström J, Doran S, Hyötyläinen T, Sinisalu L, Orešič M, Tivesten Å, Adiels M, Bergo MO, Proia R, Mardinoglu A, Jeppsson A, Borén J, Levin MC.",Eur Heart J. 2021 Nov 14;42(43):4481-4492. doi: 10.1093/eurheartj/ehab412.,Andersson L,Eur Heart J,2021,2021/07/23,PMC8599074,,10.1093/eurheartj/ehab412,,,,,,,,,,,,,,,,,,,
34829678,Heart Mitochondrial Metabolic Flexibility and Redox Status Are Improved by Donkey and Human Milk Intake,"Trinchese G, Cimmino F, Cavaliere G, Rosati L, Catapano A, Sorriento D, Murru E, Bernardo L, Pagani L, Bergamo P, Scudiero R, Iaccarino G, Greco L, Banni S, Crispino M, Mollica MP.",Antioxidants (Basel). 2021 Nov 13;10(11):1807. doi: 10.3390/antiox10111807.,Trinchese G,Antioxidants (Basel),2021,2021/11/27,PMC8614950,,10.3390/antiox10111807,,,,,,,,,,,,,,,,,,,
34728714,Uremic serum damages endothelium by provoking excessive neutrophil extracellular trap formation,"Lee HW, Nizet V, An JN, Lee HS, Song YR, Kim SG, Kim JK.",Sci Rep. 2021 Nov 2;11(1):21439. doi: 10.1038/s41598-021-00863-w.,Lee HW,Sci Rep,2021,2021/11/03,PMC8563801,,10.1038/s41598-021-00863-w,,,,,,,,,,,,,,,,,,,
34452845,The Gut Microbiota and Their Metabolites in Human Arterial Stiffness,"Dinakis E, Nakai M, Gill PA, Yiallourou S, Sata Y, Muir J, Carrington M, Head GA, Kaye DM, Marques FZ.",Heart Lung Circ. 2021 Nov;30(11):1716-1725. doi: 10.1016/j.hlc.2021.07.022. Epub 2021 Aug 25.,Dinakis E,Heart Lung Circ,2021,2021/08/28,,,10.1016/j.hlc.2021.07.022,,,,,,,,,,,,,,,,,,,
34383970,Case presentation and panel discussion: Critical illness,"Mundi MS, Patel JJ, Mechanick JI, Arabi YM, Alverdy J, Puthucheary Z, McClave SA.",JPEN J Parenter Enteral Nutr. 2021 Nov;45(S2):79-84. doi: 10.1002/jpen.2250.,Mundi MS,JPEN J Parenter Enteral Nutr,2021,2021/08/12,,,10.1002/jpen.2250,,,,,,,,,,,,,,,,,,,
34085115,Effect of a proton-pump inhibitor on intestinal microbiota in patients taking low-dose aspirin,"Tsujimoto H, Hirata Y, Ueda Y, Kinoshita N, Tawa H, Tanaka Y, Koshiba R, Ota K, Kojima Y, Kakimoto K, Takeuchi T, Miyazaki T, Nakamura S, Higuchi K.",Eur J Clin Pharmacol. 2021 Nov;77(11):1639-1648. doi: 10.1007/s00228-021-03167-0. Epub 2021 Jun 4.,Tsujimoto H,Eur J Clin Pharmacol,2021,2021/06/04,,,10.1007/s00228-021-03167-0,,,,,,,,,,,,,,,,,,,
33950888,Degradation of the Endothelial Glycocalyx Contributes to Metabolic Acidosis in Children Following Cardiopulmonary Bypass Surgery,"Bangalore H, Carter MJ, Parmar K, Austin C, Shankar-Hari M, Hunt BJ, Tibby SM.",Pediatr Crit Care Med. 2021 Nov 1;22(11):e571-e581. doi: 10.1097/PCC.0000000000002746.,Bangalore H,Pediatr Crit Care Med,2021,2021/05/05,,,10.1097/PCC.0000000000002746,,,,,,,,,,,,,,,,,,,
34744513,The Correlation between Gut Microbiota and Serum Metabolomic in Elderly Patients with Chronic Heart Failure,"Wang Z, Cai Z, Ferrari MW, Liu Y, Li C, Zhang T, Lyu G.",Mediators Inflamm. 2021 Oct 27;2021:5587428. doi: 10.1155/2021/5587428. eCollection 2021.,Wang Z,Mediators Inflamm,2021,2021/11/08,PMC8566067,,10.1155/2021/5587428,,,,,,,,,,,,,,,,,,,
34674439,[Systematic review of gut microbiota changes in patients with chronic heart failure],"Jia QJ, Lyu SC, Zhang JP.",Zhonghua Xin Xue Guan Bing Za Zhi. 2021 Oct 24;49(10):1012-1019. doi: 10.3760/cma.j.cn112148-20210831-00754.,Jia QJ,Zhonghua Xin Xue Guan Bing Za Zhi,2021,2021/10/21,,,10.3760/cma.j.cn112148-20210831-00754,,,,,,,,,,,,,,,,,,,
34746265,Interplay Between Gut Microbiota and Amino Acid Metabolism in Heart Failure,"Tuerhongjiang G, Guo M, Qiao X, Lou B, Wang C, Wu H, Wu Y, Yuan Z, She J.",Front Cardiovasc Med. 2021 Oct 21;8:752241. doi: 10.3389/fcvm.2021.752241. eCollection 2021.,Tuerhongjiang G,Front Cardiovasc Med,2021,2021/11/08,PMC8566708,,10.3389/fcvm.2021.752241,,,,,,,,,,,,,,,,,,,
34729078,"The Relationship among Physical Activity, Intestinal Flora, and Cardiovascular Disease","Yan Q, Zhai W, Yang C, Li Z, Mao L, Zhao M, Wu X.",Cardiovasc Ther. 2021 Oct 12;2021:3364418. doi: 10.1155/2021/3364418. eCollection 2021.,Yan Q,Cardiovasc Ther,2021,2021/11/03,PMC8526197,,10.1155/2021/3364418,,,,,,,,,,,,,,,,,,,
34692558,"Network of Interactions Between Gut Microbiome, Host Biomarkers, and Urine Metabolome in Carotid Atherosclerosis","Li RJ, Jie ZY, Feng Q, Fang RL, Li F, Gao Y, Xia HH, Zhong HZ, Tong B, Madsen L, Zhang JH, Liu CL, Xu ZG, Wang J, Yang HM, Xu X, Hou Y, Brix S, Kristiansen K, Yu XL, Jia HJ, He KL.",Front Cell Infect Microbiol. 2021 Oct 7;11:708088. doi: 10.3389/fcimb.2021.708088. eCollection 2021.,Li RJ,Front Cell Infect Microbiol,2021,2021/10/25,PMC8529068,,10.3389/fcimb.2021.708088,,,,,,,,,,,,,,,,,,,
34695854,Platelets and COVID-19,"Rohlfing AK, Rath D, Geisler T, Gawaz M.",Hamostaseologie. 2021 Oct;41(5):379-385. doi: 10.1055/a-1581-4355. Epub 2021 Oct 25.,Rohlfing AK,Hamostaseologie,2021,2021/10/25,,,10.1055/a-1581-4355,,,,,,,,,,,,,,,,,,,
